Rainfall - (MM), Year, Month, Country, ISO3
5.81997, 1998, Apr, Mexico, MEX
13.3413, 1998, May, Mexico, MEX
73.4987, 1998, Jun, Mexico, MEX
122.131, 1998, Jul, Mexico, MEX
135.67, 1998, Aug, Mexico, MEX
196.104, 1998, Sep, Mexico, MEX
103.966, 1998, Oct, Mexico, MEX
58.9935, 1998, Nov, Mexico, MEX
8.83849, 1998, Dec, Mexico, MEX
6.13914, 1999, Jan, Mexico, MEX
5.18115, 1999, Feb, Mexico, MEX
9.11543, 1999, Mar, Mexico, MEX
8.51514, 1999, Apr, Mexico, MEX
25.626, 1999, May, Mexico, MEX
137.27, 1999, Jun, Mexico, MEX
178.559, 1999, Jul, Mexico, MEX
135.156, 1999, Aug, Mexico, MEX
139.363, 1999, Sep, Mexico, MEX
82.7172, 1999, Oct, Mexico, MEX
17.2365, 1999, Nov, Mexico, MEX
17.3225, 1999, Dec, Mexico, MEX
10.1418, 2000, Jan, Mexico, MEX
6.59216, 2000, Feb, Mexico, MEX
13.0908, 2000, Mar, Mexico, MEX
9.85043, 2000, Apr, Mexico, MEX
62.221, 2000, May, Mexico, MEX
136.613, 2000, Jun, Mexico, MEX
91.8384, 2000, Jul, Mexico, MEX
120.477, 2000, Aug, Mexico, MEX
120.407, 2000, Sep, Mexico, MEX
91.9443, 2000, Oct, Mexico, MEX
31.0509, 2000, Nov, Mexico, MEX
12.6366, 2000, Dec, Mexico, MEX
13.6611, 2001, Jan, Mexico, MEX
19.0045, 2001, Feb, Mexico, MEX
20.3874, 2001, Mar, Mexico, MEX
20.8706, 2001, Apr, Mexico, MEX
49.9957, 2001, May, Mexico, MEX
79.3076, 2001, Jun, Mexico, MEX
117.887, 2001, Jul, Mexico, MEX
117.412, 2001, Aug, Mexico, MEX
128.41, 2001, Sep, Mexico, MEX
61.0419, 2001, Oct, Mexico, MEX
21.4577, 2001, Nov, Mexico, MEX
20.7495, 2001, Dec, Mexico, MEX
12.7855, 2002, Jan, Mexico, MEX
24.3067, 2002, Feb, Mexico, MEX
7.39369, 2002, Mar, Mexico, MEX
8.31951, 2002, Apr, Mexico, MEX
34.2564, 2002, May, Mexico, MEX
97.2558, 2002, Jun, Mexico, MEX
118.878, 2002, Jul, Mexico, MEX
92.2913, 2002, Aug, Mexico, MEX
160.507, 2002, Sep, Mexico, MEX
92.1841, 2002, Oct, Mexico, MEX
39.4698, 2002, Nov, Mexico, MEX
21.723, 2002, Dec, Mexico, MEX
13.1493, 2003, Jan, Mexico, MEX
19.3051, 2003, Feb, Mexico, MEX
13.6967, 2003, Mar, Mexico, MEX
11.7608, 2003, Apr, Mexico, MEX
30.5891, 2003, May, Mexico, MEX
117.284, 2003, Jun, Mexico, MEX
114.022, 2003, Jul, Mexico, MEX
121.925, 2003, Aug, Mexico, MEX
167.206, 2003, Sep, Mexico, MEX
106.058, 2003, Oct, Mexico, MEX
33.6476, 2003, Nov, Mexico, MEX
14.4925, 2003, Dec, Mexico, MEX
40.183, 2004, Jan, Mexico, MEX
13.293, 2004, Feb, Mexico, MEX
31.0414, 2004, Mar, Mexico, MEX
27.8222, 2004, Apr, Mexico, MEX
68.536, 2004, May, Mexico, MEX
109.565, 2004, Jun, Mexico, MEX
123.489, 2004, Jul, Mexico, MEX
103.589, 2004, Aug, Mexico, MEX
170.047, 2004, Sep, Mexico, MEX
108.9, 2004, Oct, Mexico, MEX
21.0458, 2004, Nov, Mexico, MEX
10.6321, 2004, Dec, Mexico, MEX
21.6103, 2005, Jan, Mexico, MEX
30.1686, 2005, Feb, Mexico, MEX
12.2342, 2005, Mar, Mexico, MEX
12.7918, 2005, Apr, Mexico, MEX
52.1414, 2005, May, Mexico, MEX
71.1625, 2005, Jun, Mexico, MEX
140.773, 2005, Jul, Mexico, MEX
141.453, 2005, Aug, Mexico, MEX
101.433, 2005, Sep, Mexico, MEX
100.184, 2005, Oct, Mexico, MEX
16.5512, 2005, Nov, Mexico, MEX
9.87734, 2005, Dec, Mexico, MEX
17.1158, 2006, Jan, Mexico, MEX
5.59025, 2006, Feb, Mexico, MEX
9.78203, 2006, Mar, Mexico, MEX
11.6098, 2006, Apr, Mexico, MEX
67.0339, 2006, May, Mexico, MEX
86.0983, 2006, Jun, Mexico, MEX
144.279, 2006, Jul, Mexico, MEX
162.13, 2006, Aug, Mexico, MEX
144.798, 2006, Sep, Mexico, MEX
94.9119, 2006, Oct, Mexico, MEX
29.2344, 2006, Nov, Mexico, MEX
25.5578, 2006, Dec, Mexico, MEX
35.4056, 2007, Jan, Mexico, MEX
16.7486, 2007, Feb, Mexico, MEX
8.33962, 2007, Mar, Mexico, MEX
13.402, 2007, Apr, Mexico, MEX
43.7315, 2007, May, Mexico, MEX
107.989, 2007, Jun, Mexico, MEX
146.935, 2007, Jul, Mexico, MEX
158.258, 2007, Aug, Mexico, MEX
137.779, 2007, Sep, Mexico, MEX
69.6248, 2007, Oct, Mexico, MEX
21.4256, 2007, Nov, Mexico, MEX
12.5317, 2007, Dec, Mexico, MEX
10.5386, 2008, Jan, Mexico, MEX
11.0587, 2008, Feb, Mexico, MEX
11.6483, 2008, Mar, Mexico, MEX
20.7416, 2008, Apr, Mexico, MEX
33.4193, 2008, May, Mexico, MEX
100.893, 2008, Jun, Mexico, MEX
174.715, 2008, Jul, Mexico, MEX
165.819, 2008, Aug, Mexico, MEX
156.624, 2008, Sep, Mexico, MEX
75.0412, 2008, Oct, Mexico, MEX
8.8624, 2008, Nov, Mexico, MEX
6.60189, 2008, Dec, Mexico, MEX
12.0118, 2009, Jan, Mexico, MEX
8.90083, 2009, Feb, Mexico, MEX
9.24687, 2009, Mar, Mexico, MEX
7.88955, 2009, Apr, Mexico, MEX
46.1481, 2009, May, Mexico, MEX
113.482, 2009, Jun, Mexico, MEX
79.5455, 2009, Jul, Mexico, MEX
99.6077, 2009, Aug, Mexico, MEX
137.066, 2009, Sep, Mexico, MEX
86.1593, 2009, Oct, Mexico, MEX
31.0993, 2009, Nov, Mexico, MEX
33.2125, 2009, Dec, Mexico, MEX
31.3489, 2010, Jan, Mexico, MEX
28.1743, 2010, Feb, Mexico, MEX
7.13289, 2010, Mar, Mexico, MEX
27.0969, 2010, Apr, Mexico, MEX
41.3146, 2010, May, Mexico, MEX
90.7412, 2010, Jun, Mexico, MEX
232.605, 2010, Jul, Mexico, MEX
150.075, 2010, Aug, Mexico, MEX
173.669, 2010, Sep, Mexico, MEX
14.228, 2010, Oct, Mexico, MEX
8.69442, 2010, Nov, Mexico, MEX
6.0652, 2010, Dec, Mexico, MEX
9.24809, 2011, Jan, Mexico, MEX
10.8599, 2011, Feb, Mexico, MEX
9.77083, 2011, Mar, Mexico, MEX
10.6803, 2011, Apr, Mexico, MEX
16.1454, 2011, May, Mexico, MEX
97.9879, 2011, Jun, Mexico, MEX
166.33, 2011, Jul, Mexico, MEX
139.423, 2011, Aug, Mexico, MEX
95.1691, 2011, Sep, Mexico, MEX
68.341, 2011, Oct, Mexico, MEX
29.0767, 2011, Nov, Mexico, MEX
18.4467, 2011, Dec, Mexico, MEX
13.4637, 2012, Jan, Mexico, MEX
30.3111, 2012, Feb, Mexico, MEX
10.57, 2012, Mar, Mexico, MEX
19.0453, 2012, Apr, Mexico, MEX
39.6103, 2012, May, Mexico, MEX
91.9801, 2012, Jun, Mexico, MEX
124.184, 2012, Jul, Mexico, MEX
145.808, 2012, Aug, Mexico, MEX
118.364, 2012, Sep, Mexico, MEX
58.2591, 2012, Oct, Mexico, MEX
22.4163, 2012, Nov, Mexico, MEX
16.2888, 2012, Dec, Mexico, MEX
22.9199, 2013, Jan, Mexico, MEX
8.06579, 2013, Feb, Mexico, MEX
7.42908, 2013, Mar, Mexico, MEX
10.5642, 2013, Apr, Mexico, MEX
48.4674, 2013, May, Mexico, MEX
103.477, 2013, Jun, Mexico, MEX
163.104, 2013, Jul, Mexico, MEX
137.805, 2013, Aug, Mexico, MEX
220.633, 2013, Sep, Mexico, MEX
98.39, 2013, Oct, Mexico, MEX
60.6551, 2013, Nov, Mexico, MEX
38.3855, 2013, Dec, Mexico, MEX
12.6389, 2014, Jan, Mexico, MEX
7.34925, 2014, Feb, Mexico, MEX
19.9509, 2014, Mar, Mexico, MEX
13.0535, 2014, Apr, Mexico, MEX
72.8869, 2014, May, Mexico, MEX
132.104, 2014, Jun, Mexico, MEX
94.8619, 2014, Jul, Mexico, MEX
141.845, 2014, Aug, Mexico, MEX
191.952, 2014, Sep, Mexico, MEX
105.93, 2014, Oct, Mexico, MEX
43.5188, 2014, Nov, Mexico, MEX
17.6087, 2014, Dec, Mexico, MEX
28.6804, 2015, Jan, Mexico, MEX
19.2502, 2015, Feb, Mexico, MEX
33.0164, 2015, Mar, Mexico, MEX
23.5745, 2015, Apr, Mexico, MEX
51.631, 2015, May, Mexico, MEX
100.244, 2015, Jun, Mexico, MEX
104.167, 2015, Jul, Mexico, MEX
95.0274, 2015, Aug, Mexico, MEX
119.259, 2015, Sep, Mexico, MEX
96.9286, 2015, Oct, Mexico, MEX
50.5464, 2015, Nov, Mexico, MEX
27.7123, 2015, Dec, Mexico, MEX
23.1916, 2016, Jan, Mexico, MEX
5.46208, 2016, Feb, Mexico, MEX
23.5982, 2016, Mar, Mexico, MEX
18.2105, 2016, Apr, Mexico, MEX
39.2225, 2016, May, Mexico, MEX
114.339, 2016, Jun, Mexico, MEX
133.482, 2016, Jul, Mexico, MEX
181.408, 2016, Aug, Mexico, MEX
127.278, 2016, Sep, Mexico, MEX
50.4558, 2016, Oct, Mexico, MEX
35.7218, 2016, Nov, Mexico, MEX
34.3518, 2016, Dec, Mexico, MEX

