Rainfall - (MM), Year, Month, Country, ISO3
21.2631, 1991, Jan, Canada, CAN
22.201, 1991, Feb, Canada, CAN
27.1536, 1991, Mar, Canada, CAN
22.739, 1991, Apr, Canada, CAN
34.3264, 1991, May, Canada, CAN
50.6414, 1991, Jun, Canada, CAN
58.5966, 1991, Jul, Canada, CAN
57.4714, 1991, Aug, Canada, CAN
53.3175, 1991, Sep, Canada, CAN
48.7134, 1991, Oct, Canada, CAN
40.9953, 1991, Nov, Canada, CAN
31.6931, 1991, Dec, Canada, CAN
32.9765, 1992, Jan, Canada, CAN
20.8718, 1992, Feb, Canada, CAN
23.1448, 1992, Mar, Canada, CAN
27.5344, 1992, Apr, Canada, CAN
30.0429, 1992, May, Canada, CAN
44.9349, 1992, Jun, Canada, CAN
56.9631, 1992, Jul, Canada, CAN
54.1, 1992, Aug, Canada, CAN
63.5801, 1992, Sep, Canada, CAN
37.8426, 1992, Oct, Canada, CAN
35.0793, 1992, Nov, Canada, CAN
27.3459, 1992, Dec, Canada, CAN
23.1208, 1993, Jan, Canada, CAN
17.3294, 1993, Feb, Canada, CAN
20.3115, 1993, Mar, Canada, CAN
25.654, 1993, Apr, Canada, CAN
37.0018, 1993, May, Canada, CAN
51.7326, 1993, Jun, Canada, CAN
71.576, 1993, Jul, Canada, CAN
57.6584, 1993, Aug, Canada, CAN
48.1933, 1993, Sep, Canada, CAN
39.2609, 1993, Oct, Canada, CAN
32.4885, 1993, Nov, Canada, CAN
29.1558, 1993, Dec, Canada, CAN
29.1627, 1994, Jan, Canada, CAN
22.3676, 1994, Feb, Canada, CAN
26.6291, 1994, Mar, Canada, CAN
24.3355, 1994, Apr, Canada, CAN
34.6473, 1994, May, Canada, CAN
50.3888, 1994, Jun, Canada, CAN
61.3459, 1994, Jul, Canada, CAN
53.6642, 1994, Aug, Canada, CAN
50.2541, 1994, Sep, Canada, CAN
40.1133, 1994, Oct, Canada, CAN
41.6341, 1994, Nov, Canada, CAN
27.8465, 1994, Dec, Canada, CAN
24.259, 1995, Jan, Canada, CAN
23.0539, 1995, Feb, Canada, CAN
28.1074, 1995, Mar, Canada, CAN
22.8418, 1995, Apr, Canada, CAN
22.7506, 1995, May, Canada, CAN
41.3449, 1995, Jun, Canada, CAN
62.9439, 1995, Jul, Canada, CAN
59.7341, 1995, Aug, Canada, CAN
40.4246, 1995, Sep, Canada, CAN
48.2775, 1995, Oct, Canada, CAN
46.7575, 1995, Nov, Canada, CAN
28.615, 1995, Dec, Canada, CAN
31.2896, 1996, Jan, Canada, CAN
30.7254, 1996, Feb, Canada, CAN
24.8379, 1996, Mar, Canada, CAN
29.8722, 1996, Apr, Canada, CAN
30.8056, 1996, May, Canada, CAN
47.1003, 1996, Jun, Canada, CAN
60.4718, 1996, Jul, Canada, CAN
58.7322, 1996, Aug, Canada, CAN
53.7867, 1996, Sep, Canada, CAN
42.8244, 1996, Oct, Canada, CAN
37.5455, 1996, Nov, Canada, CAN
37.3798, 1996, Dec, Canada, CAN
34.0762, 1997, Jan, Canada, CAN
20.558, 1997, Feb, Canada, CAN
30.3727, 1997, Mar, Canada, CAN
23.1618, 1997, Apr, Canada, CAN
34.8377, 1997, May, Canada, CAN
56.9751, 1997, Jun, Canada, CAN
67.6904, 1997, Jul, Canada, CAN
51.911, 1997, Aug, Canada, CAN
57.0175, 1997, Sep, Canada, CAN
46.4276, 1997, Oct, Canada, CAN
28.5291, 1997, Nov, Canada, CAN
25.9246, 1997, Dec, Canada, CAN
29.4, 1998, Jan, Canada, CAN
20.9726, 1998, Feb, Canada, CAN
23.8688, 1998, Mar, Canada, CAN
23.3489, 1998, Apr, Canada, CAN
32.3, 1998, May, Canada, CAN
54.3542, 1998, Jun, Canada, CAN
58.8846, 1998, Jul, Canada, CAN
51.8431, 1998, Aug, Canada, CAN
51.0795, 1998, Sep, Canada, CAN
48.3767, 1998, Oct, Canada, CAN
33.1645, 1998, Nov, Canada, CAN
31.952, 1998, Dec, Canada, CAN
33.8772, 1999, Jan, Canada, CAN
26.5582, 1999, Feb, Canada, CAN
27.5446, 1999, Mar, Canada, CAN
23.6067, 1999, Apr, Canada, CAN
39.857, 1999, May, Canada, CAN
57.2368, 1999, Jun, Canada, CAN
64.2913, 1999, Jul, Canada, CAN
52.2234, 1999, Aug, Canada, CAN
51.6808, 1999, Sep, Canada, CAN
40.7238, 1999, Oct, Canada, CAN
37.924, 1999, Nov, Canada, CAN
31.0601, 1999, Dec, Canada, CAN
27.008, 2000, Jan, Canada, CAN
19.9457, 2000, Feb, Canada, CAN
24.9111, 2000, Mar, Canada, CAN
23.7452, 2000, Apr, Canada, CAN
35.4066, 2000, May, Canada, CAN
48.9928, 2000, Jun, Canada, CAN
58.4801, 2000, Jul, Canada, CAN
69.7066, 2000, Aug, Canada, CAN
49.8899, 2000, Sep, Canada, CAN
36.364, 2000, Oct, Canada, CAN
30.6535, 2000, Nov, Canada, CAN
31.8063, 2000, Dec, Canada, CAN
20.5975, 2001, Jan, Canada, CAN
20.8466, 2001, Feb, Canada, CAN
25.2987, 2001, Mar, Canada, CAN
22.9507, 2001, Apr, Canada, CAN
39.1733, 2001, May, Canada, CAN
52.6787, 2001, Jun, Canada, CAN
62.9671, 2001, Jul, Canada, CAN
57.4313, 2001, Aug, Canada, CAN
46.124, 2001, Sep, Canada, CAN
46.9459, 2001, Oct, Canada, CAN
35.1088, 2001, Nov, Canada, CAN
30.8331, 2001, Dec, Canada, CAN
21.15, 2002, Jan, Canada, CAN
23.3484, 2002, Feb, Canada, CAN
27.2724, 2002, Mar, Canada, CAN
26.0426, 2002, Apr, Canada, CAN
30.081, 2002, May, Canada, CAN
48.498, 2002, Jun, Canada, CAN
68.257, 2002, Jul, Canada, CAN
61.331, 2002, Aug, Canada, CAN
50.3175, 2002, Sep, Canada, CAN
35.7916, 2002, Oct, Canada, CAN
32.3612, 2002, Nov, Canada, CAN
27.4381, 2002, Dec, Canada, CAN
25.7195, 2003, Jan, Canada, CAN
21.7393, 2003, Feb, Canada, CAN
28.7282, 2003, Mar, Canada, CAN
24.4897, 2003, Apr, Canada, CAN
29.2466, 2003, May, Canada, CAN
48.4058, 2003, Jun, Canada, CAN
57.4267, 2003, Jul, Canada, CAN
52.8481, 2003, Aug, Canada, CAN
52.5181, 2003, Sep, Canada, CAN
49.357, 2003, Oct, Canada, CAN
36.4047, 2003, Nov, Canada, CAN
32.9501, 2003, Dec, Canada, CAN
28.1772, 2004, Jan, Canada, CAN
18.0329, 2004, Feb, Canada, CAN
26.0458, 2004, Mar, Canada, CAN
24.7343, 2004, Apr, Canada, CAN
36.8974, 2004, May, Canada, CAN
41.56, 2004, Jun, Canada, CAN
58.0352, 2004, Jul, Canada, CAN
55.967, 2004, Aug, Canada, CAN
53.1494, 2004, Sep, Canada, CAN
41.0477, 2004, Oct, Canada, CAN
35.077, 2004, Nov, Canada, CAN
35.5922, 2004, Dec, Canada, CAN
30.8471, 2005, Jan, Canada, CAN
23.5946, 2005, Feb, Canada, CAN
26.9251, 2005, Mar, Canada, CAN
27.3096, 2005, Apr, Canada, CAN
31.9728, 2005, May, Canada, CAN
54.3458, 2005, Jun, Canada, CAN
64.2793, 2005, Jul, Canada, CAN
63.7297, 2005, Aug, Canada, CAN
56.7736, 2005, Sep, Canada, CAN
46.7671, 2005, Oct, Canada, CAN
44.0112, 2005, Nov, Canada, CAN
30.3338, 2005, Dec, Canada, CAN
31.8443, 2006, Jan, Canada, CAN
24.0153, 2006, Feb, Canada, CAN
24.8822, 2006, Mar, Canada, CAN
24.7781, 2006, Apr, Canada, CAN
36.9452, 2006, May, Canada, CAN
46.542, 2006, Jun, Canada, CAN
61.777, 2006, Jul, Canada, CAN
51.7388, 2006, Aug, Canada, CAN
42.1995, 2006, Sep, Canada, CAN
41.441, 2006, Oct, Canada, CAN
41.5187, 2006, Nov, Canada, CAN
30.0514, 2006, Dec, Canada, CAN
27.6104, 2007, Jan, Canada, CAN
22.9756, 2007, Feb, Canada, CAN
32.2346, 2007, Mar, Canada, CAN
22.2392, 2007, Apr, Canada, CAN
36.808, 2007, May, Canada, CAN
48.4646, 2007, Jun, Canada, CAN
57.3829, 2007, Jul, Canada, CAN
52.3474, 2007, Aug, Canada, CAN
59.0167, 2007, Sep, Canada, CAN
48.4544, 2007, Oct, Canada, CAN
35.1271, 2007, Nov, Canada, CAN
30.7634, 2007, Dec, Canada, CAN
27.7225, 2008, Jan, Canada, CAN
22.9869, 2008, Feb, Canada, CAN
25.0538, 2008, Mar, Canada, CAN
25.7074, 2008, Apr, Canada, CAN
32.9521, 2008, May, Canada, CAN
56.8146, 2008, Jun, Canada, CAN
63.1381, 2008, Jul, Canada, CAN
62.221, 2008, Aug, Canada, CAN
44.3283, 2008, Sep, Canada, CAN
42.8659, 2008, Oct, Canada, CAN
38.2224, 2008, Nov, Canada, CAN
37.4272, 2008, Dec, Canada, CAN
27.4503, 2009, Jan, Canada, CAN
20.4024, 2009, Feb, Canada, CAN
29.1782, 2009, Mar, Canada, CAN
26.4209, 2009, Apr, Canada, CAN
31.8789, 2009, May, Canada, CAN
46.4853, 2009, Jun, Canada, CAN
62.6775, 2009, Jul, Canada, CAN
60.9096, 2009, Aug, Canada, CAN
47.6408, 2009, Sep, Canada, CAN
46.5234, 2009, Oct, Canada, CAN
32.8374, 2009, Nov, Canada, CAN
29.3972, 2009, Dec, Canada, CAN
25.7178, 2010, Jan, Canada, CAN
17.3839, 2010, Feb, Canada, CAN
20.6001, 2010, Mar, Canada, CAN
25.5649, 2010, Apr, Canada, CAN
37.1896, 2010, May, Canada, CAN
52.7087, 2010, Jun, Canada, CAN
61.1422, 2010, Jul, Canada, CAN
64.3766, 2010, Aug, Canada, CAN
58.2898, 2010, Sep, Canada, CAN
43.9029, 2010, Oct, Canada, CAN
34.9712, 2010, Nov, Canada, CAN
37.2897, 2010, Dec, Canada, CAN
28.0723, 2011, Jan, Canada, CAN
22.0558, 2011, Feb, Canada, CAN
26.2686, 2011, Mar, Canada, CAN
28.3387, 2011, Apr, Canada, CAN
33.3828, 2011, May, Canada, CAN
56.9165, 2011, Jun, Canada, CAN
62.5688, 2011, Jul, Canada, CAN
58.8919, 2011, Aug, Canada, CAN
45.0758, 2011, Sep, Canada, CAN
38.9234, 2011, Oct, Canada, CAN
33.9434, 2011, Nov, Canada, CAN
25.6385, 2011, Dec, Canada, CAN
27.8012, 2012, Jan, Canada, CAN
20.1216, 2012, Feb, Canada, CAN
29.1646, 2012, Mar, Canada, CAN
28.1081, 2012, Apr, Canada, CAN
35.1759, 2012, May, Canada, CAN
60.2595, 2012, Jun, Canada, CAN
53.5009, 2012, Jul, Canada, CAN
51.2439, 2012, Aug, Canada, CAN
39.039, 2012, Sep, Canada, CAN
43.4181, 2012, Oct, Canada, CAN
34.2133, 2012, Nov, Canada, CAN
31.8712, 2012, Dec, Canada, CAN
24.7111, 2013, Jan, Canada, CAN
18.8119, 2013, Feb, Canada, CAN
22.4556, 2013, Mar, Canada, CAN
24.992, 2013, Apr, Canada, CAN
35.795, 2013, May, Canada, CAN
52.6391, 2013, Jun, Canada, CAN
57.5219, 2013, Jul, Canada, CAN
61.7883, 2013, Aug, Canada, CAN
48.5933, 2013, Sep, Canada, CAN
34.9291, 2013, Oct, Canada, CAN
37.2843, 2013, Nov, Canada, CAN
26.3581, 2013, Dec, Canada, CAN
32.0206, 2014, Jan, Canada, CAN
19.879, 2014, Feb, Canada, CAN
24.2212, 2014, Mar, Canada, CAN
28.3553, 2014, Apr, Canada, CAN
30.3619, 2014, May, Canada, CAN
61.6812, 2014, Jun, Canada, CAN
62.026, 2014, Jul, Canada, CAN
49.3651, 2014, Aug, Canada, CAN
44.8492, 2014, Sep, Canada, CAN
46.8425, 2014, Oct, Canada, CAN
39.2413, 2014, Nov, Canada, CAN
28.9359, 2014, Dec, Canada, CAN
30.0385, 2015, Jan, Canada, CAN
23.0041, 2015, Feb, Canada, CAN
20.8595, 2015, Mar, Canada, CAN
24.7185, 2015, Apr, Canada, CAN
26.6057, 2015, May, Canada, CAN
44.3674, 2015, Jun, Canada, CAN
56.4208, 2015, Jul, Canada, CAN
55.0817, 2015, Aug, Canada, CAN
49.107, 2015, Sep, Canada, CAN
40.3259, 2015, Oct, Canada, CAN
36.9309, 2015, Nov, Canada, CAN
30.4701, 2015, Dec, Canada, CAN
24.4741, 2016, Jan, Canada, CAN
27.4503, 2016, Feb, Canada, CAN
27.6842, 2016, Mar, Canada, CAN
25.1448, 2016, Apr, Canada, CAN
29.7758, 2016, May, Canada, CAN
51.4911, 2016, Jun, Canada, CAN
62.4187, 2016, Jul, Canada, CAN
59.6117, 2016, Aug, Canada, CAN
50.3805, 2016, Sep, Canada, CAN
48.3012, 2016, Oct, Canada, CAN
32.7788, 2016, Nov, Canada, CAN
26.8646, 2016, Dec, Canada, CAN

