"Year","Country","Month","ISO3","Temperature","Rain"
"1901","Tunisia","Jan","TUN","9.32862","53.0452"
"1901","Tunisia","Feb","TUN","9.66916","26.745"
"1901","Tunisia","Mar","TUN","14.6099","18.4653"
"1901","Tunisia","Apr","TUN","18.4901","17.5152"
"1901","Tunisia","May","TUN","19.3602","29.0925"
"1901","Tunisia","Jun","TUN","26.0876","1.57374"
"1901","Tunisia","Jul","TUN","28.5323","4.49962"
"1901","Tunisia","Aug","TUN","27.6751","7.41762"
"1901","Tunisia","Sep","TUN","25.9085","18.5107"
"1901","Tunisia","Oct","TUN","19.8428","62.0883"
"1901","Tunisia","Nov","TUN","14.7462","23.6729"
"1901","Tunisia","Dec","TUN","11.0991","10.3525"
"1902","Tunisia","Jan","TUN","9.32444","12.4752"
"1902","Tunisia","Feb","TUN","12.794","32.8806"
"1902","Tunisia","Mar","TUN","14.2326","35.8882"
"1902","Tunisia","Apr","TUN","18.4702","18.1273"
"1902","Tunisia","May","TUN","18.9576","14.7122"
"1902","Tunisia","Jun","TUN","24.4361","2.98332"
"1902","Tunisia","Jul","TUN","28.9815","0.64792"
"1902","Tunisia","Aug","TUN","28.6484","0.69231"
"1902","Tunisia","Sep","TUN","25.3786","19.8682"
"1902","Tunisia","Oct","TUN","20.2215","51.7193"
"1902","Tunisia","Nov","TUN","14.7518","23.0819"
"1902","Tunisia","Dec","TUN","11.102","40.2591"
"1903","Tunisia","Jan","TUN","10.6378","43.9963"
"1903","Tunisia","Feb","TUN","10.9047","14.1994"
"1903","Tunisia","Mar","TUN","13.7937","25.1555"
"1903","Tunisia","Apr","TUN","16.0449","29.7095"
"1903","Tunisia","May","TUN","20.6457","7.59722"
"1903","Tunisia","Jun","TUN","23.3993","15.8939"
"1903","Tunisia","Jul","TUN","26.6479","0.06758"
"1903","Tunisia","Aug","TUN","27.3021","0.12757"
"1903","Tunisia","Sep","TUN","25.009","27.5717"
"1903","Tunisia","Oct","TUN","20.9709","15.5206"
"1903","Tunisia","Nov","TUN","14.2998","64.5628"
"1903","Tunisia","Dec","TUN","11.3646","44.3694"
"1904","Tunisia","Jan","TUN","9.26226","68.9528"
"1904","Tunisia","Feb","TUN","12.3743","33.9203"
"1904","Tunisia","Mar","TUN","14.1983","29.6628"
"1904","Tunisia","Apr","TUN","17.6792","11.5495"
