"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1973,NA,NA,NA,NA
1974,NA,NA,NA,NA
1975,NA,NA,NA,NA
1976,NA,NA,NA,NA
1977,NA,NA,NA,NA
1978,NA,NA,NA,NA
1979,NA,NA,NA,NA
1980,NA,NA,NA,NA
1981,NA,NA,NA,NA
1982,NA,NA,NA,NA
1983,NA,NA,NA,NA
1984,NA,NA,NA,NA
1985,NA,NA,NA,NA
1986,NA,NA,NA,NA
1987,NA,NA,NA,NA
1988,NA,NA,NA,NA
1989,NA,NA,NA,NA
1990,NA,NA,NA,NA
1991,NA,NA,NA,NA
1992,NA,NA,NA,NA
1993,NA,NA,NA,NA
1994,NA,NA,NA,NA
1995,NA,NA,NA,NA
1996,NA,NA,NA,NA
1997,NA,NA,NA,NA
1998,NA,NA,NA,NA
1999,NA,NA,NA,NA
2000,NA,NA,NA,NA
2001,25.5,30.4,21.9,NA
2002,NA,NA,NA,NA
2003,25.8,30.5,21.9,NA
2004,NA,NA,NA,NA
2005,NA,NA,NA,NA
2006,26,30.4,22.2,NA
2007,NA,NA,NA,NA
2008,NA,NA,NA,NA
2009,NA,NA,NA,NA
2010,NA,NA,NA,NA
2011,25.8,30.5,21.9,NA
2012,25.6,30.4,21.7,NA
2013,25.9,30.6,22.1,NA
2014,NA,NA,NA,NA
2015,26,30.5,22.3,NA
2016,26.3,31.1,22.3,NA
2017,25.9,30.9,22,NA
2018,26.1,31.1,22.2,NA
2019,NA,NA,NA,NA
