"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation"
1956,NA,NA,NA,NA
1957,NA,NA,NA,NA
1980,NA,NA,NA,NA
1981,NA,NA,NA,NA
1982,NA,NA,NA,NA
1983,NA,NA,NA,NA
1984,NA,NA,NA,NA
1985,NA,NA,NA,NA
1986,NA,NA,NA,NA
1987,NA,NA,NA,NA
1988,NA,NA,NA,NA
1989,NA,NA,NA,NA
1990,NA,NA,NA,NA
1991,NA,NA,NA,NA
1992,NA,NA,NA,NA
1993,NA,NA,NA,NA
1994,NA,NA,NA,NA
1995,NA,NA,NA,NA
1996,NA,NA,NA,NA
1997,NA,NA,NA,NA
1998,NA,NA,NA,NA
1999,NA,NA,NA,NA
2000,NA,NA,NA,NA
2001,NA,NA,NA,NA
2002,NA,NA,NA,NA
2003,NA,NA,NA,NA
2004,NA,NA,NA,NA
2005,NA,NA,NA,NA
2006,NA,NA,NA,NA
2007,-13.5,-9.1,-18.3,NA
2008,NA,NA,NA,NA
2009,NA,NA,NA,NA
2010,-11.9,-8,-16.1,NA
2011,-14.1,-10.3,-18.2,NA
2012,-13.3,-9.1,-17.7,352.55
2013,-12.8,-9.5,-16.8,NA
2014,NA,NA,NA,NA
2015,NA,NA,NA,NA
2016,-12.7,-8.4,-17.3,NA
2017,-13,-8.9,-17.6,NA
2018,-12.1,-8.1,-16.1,NA
2019,NA,NA,NA,NA
