"Year","ATemperature","AMaxTemperature","AMinTemperature","TotalPrecipitation","AWindSpeed","RainDays","SnowDays","StormDays","FoggyDays","TornadoDays","HailDays"
1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,-23.7,-19.9,-27.5,0,12.4,0,0,0,0,0,0
1998,-23.7,-19.9,-27.5,0,NA,0,0,0,0,0,0
1999,-23.4,-19.5,-27.3,0,20.8,0,0,0,0,0,0
2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,-22.8,-18.5,-26.5,0,16.1,0,0,0,0,0,0
2009,-23.1,-18.8,-27.1,0,NA,0,0,0,0,0,0
2010,-23.3,-18.8,-27.9,0,NA,0,0,0,0,0,0
2011,-20.9,-16.5,-25,0,NA,0,0,0,0,0,0
2012,-21.8,-17.6,-25.9,0,NA,0,0,0,0,0,0
2013,-22.3,-18.1,-26.5,0,NA,0,0,0,0,0,0
2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
